name,domain,year founded,industry
the blackstone group,blackstone.com,1985,financial services
university of ulster,ulster.ac.uk,1968,higher education
cessna aircraft company,cessna.com,1927,aviation & aerospace
carle foundation hospital,carle.com,1946,hospital & health care
arbonne international canada,arbonne.ca,,"health, wellness and fitness"
pt. mayora indah tbk,mayora.com,1977,food & beverages
colorado school of mines,mines.edu,1874,higher education
university of dundee,,,research
university of pavia,unipv.eu,,research
ak steel corporation,aksteel.com,1899,mining & metals
j imperial gráfica e editora,,2000,education management
emm,ekurhulne.com,,information technology and services
naval undersea warfare center newport,,1869,military
textron,textron.com,1923,aviation & aerospace
hendrick automotive group,hendrickauto.com,1976,automotive
alliant insurance services,alliant.com,1925,insurance
topgolf,topgolf.com,2000,entertainment
columbus state community college,cscc.edu,1963,higher education
sheetz,sheetz.com,1952,retail
unimarc,smu.cl,2008,supermarkets
deltek,deltek.com,1983,computer software
big w,bigw.com.au,1964,retail
medical research council,mrc.ac.uk,1913,research
ministerie van economische zaken,,,government administration
derbyshire county council,derbyshire.gov.uk,1899,government administration
unad,unad.edu.co,,higher education
being fresher,beingfresher.com,,human resources
kongsberg maritime,kongsberg.com,1814,maritime
lojas americanas s.a.,lasa.com.br,1929,retail
"benchmark electronics, inc.",bench.com,1979,electrical/electronic manufacturing
le forem,leforem.be,1989,government administration
university of st andrews,st-andrews.ac.uk,,higher education
sos children's villages,sos-childrensvillages.org,1949,non-profit organization management
gijima,gijima.com,1998,information technology and services
state of rhode island,ri.gov,,government administration
keller williams realty,debrachiarello.com,1983,real estate
forbes,forbes.com,1917,publishing
general cable,generalcable.com,1927,electrical/electronic manufacturing
african development bank,afdb.org,1964,banking
aaaa,stringbc.com,,accounting
agoda,agoda.com,2005,internet
bcbgmaxazriagroup,bcbgmaxazriagroup.com,1989,apparel & fashion
dia group,diacorporate.com,1979,food & beverages
"kwik trip, inc.",kwiktrip.com,1965,retail
desigual,desigual.com,1984,apparel & fashion
teekay corporation,teekay.com,1973,maritime
universidad de navarra,unav.edu,1952,education management
ccss,compclas.com,1986,information technology and services
better homes and gardens real estate metro brokers,metrobrokers.com,1979,real estate
metropolitan health group,mhg.co.za,2000,"health, wellness and fitness"
micro labs ltd.,,,pharmaceuticals
gameztar,,2010,animation
hollard insurance,hollard.co.za,1980,insurance
flextronics,flextronics.com,1969,electrical/electronic manufacturing
ministère de la culture et de la communication,culturecommunication.gouv.fr,1959,public policy
mnc group,mncgroup.nl,,marketing and advertising
airtel,,1995,telecommunications
currently seeking new opportunities,cma-conseil.eu,,information technology and services
philippine airlines,philippineairlines.com,1941,airlines/aviation
tc transcontinental,tc.tc,1976,marketing and advertising
jewel-osco,jewel-osco.com,1899,retail
mtr corporation ltd.,mtr.com.hk,1975,transportation/trucking/railroad
not currently working,nottidge.com,2011,law practice
ibm global business process services,,,information technology and services
isolux corsan,isoluxcorsan.com,1928,construction
state of montana,mt.gov,1889,government administration
merck millipore,,,pharmaceuticals
university of oulu,oulu.fi,1958,research
constructora,lebesa.com.ar,,architecture & planning
cas,cas.org,1907,information technology and services
senado federal,senado.gov.br,1824,legislative office
northern health - bc,northernhealth.ca,,hospital & health care
"ina - industrija nafte, d.d.",ina.hr,1964,oil & energy
team industrial services,teaminc.com,1973,mechanical or industrial engineering
cinépolis,cinepolis.com,1971,entertainment
linx s.a.,linx.com.br,1985,information technology and services
toyota do brasil,toyota.com.br,1958,automotive
kemira,kemira.com,1920,chemicals
pensioner,johandeswardt.com,,research
lsi corporation,lsi.com,1981,semiconductors
united india insurance company limited,uiic.co.in,,insurance
sunovion pharmaceuticals inc.,sunovion.com,2010,pharmaceuticals
hunter douglas,hunterdouglasgroup.com,1919,consumer goods
agenzia delle entrate,prova.it,1898,sporting goods
scripps networks interactive,scrippsnetworksinteractive.com,1994,broadcast media
global radio,global.com,2007,broadcast media
renown health,renown.org,1862,hospital & health care
keyence corporation,keyence.com,1974,industrial automation
dublin city university,dcu.ie,1980,higher education
abt associates,abtassociates.com,1965,research
goodrich,goodrich.com,1870,aviation & aerospace
excellus bcbs,excellusbcbs.com,,insurance
dubai airports,dubaiairports.ae,,airlines/aviation
guy carpenter,guycarp.com,1922,insurance
senai/sc - serviço nacional de aprendizagem industrial,,1954,education management
sapfreelance,weibo.com,2007,information technology and services
the madison square garden company,themadisonsquaregardencompany.com,,entertainment
perspecta,perspecta.com,2006,marketing and advertising
aon risk solutions,,1987,financial services
university of alaska fairbanks,uaf.edu,1917,higher education
confidential,,,marketing and advertising
ooredoo qatar,ooredoo.qa,1973,telecommunications
peri,peri.com,1969,construction
delta dental,deltadentalins.com,1955,insurance
region hovedstaden,regionh.dk,2007,hospital & health care
oppenheimer & co. inc.,opco.com,1881,financial services
martins,martinsdistribuidor.com.br,1953,wholesale
ceo,ceocontacts.com,2008,management consulting
sap successfactors,successfactors.com,2001,computer software
zelfstandig,,,arts and crafts
iaea,iaea.org,1957,international affairs
taskus,taskus.com,2008,outsourcing/offshoring
solocal group,solocalgroup.com,,marketing and advertising
alzheimer's association®,alz.org,1980,non-profit organization management
general dynamics land systems,gdls.com,1982,defense & space
cree,cree.com,1987,semiconductors
tesco bengaluru,tescobengaluru.com,2004,retail
ministry of national security,,,information technology and services
tradesmen international,tradesmeninternational.com,1992,construction
sydney trains,,2013,telecommunications
svt,svt.se,1956,broadcast media
highways england,,2015,transportation/trucking/railroad
iceland foods,iceland.co.uk,1970,retail
remax real estate,jerrydee.com,,real estate
idfc bank,idfcbank.com,2015,banking
enka,enka.com,1957,construction
ipg,interpublic.com,1902,marketing and advertising
norfolk public schools,nps.k12.va.us,,education management
resorts world sentosa,rwsentosa.com,2006,"leisure, travel & tourism"
boulanger,boulanger.com,1954,consumer electronics
esso,,,oil & energy
cablevisión - fibertel,cablevisionfibertel.com.ar,1981,telecommunications
burson-marsteller,burson-marsteller.com,1953,public relations and communications
zayo group,zayo.com,2007,telecommunications
pt smart tbk,smart-tbk.com,1996,consumer goods
aubay,aubay.com,1998,information technology and services
lg display,lgdisplay.com,1987,electrical/electronic manufacturing
industry canada,ic.gc.ca,,government administration
ministério da justiça,mj.gov.br,1972,government administration
coop danmark,coop.dk,,retail
al jaber group,aljaber.com,1970,construction
atlanticare,atlanticare.org,1993,hospital & health care
brookhaven national laboratory,bnl.gov,1947,research
royal jordanian,rj.com,1963,airlines/aviation
mcdermott will & emery llp,mwe.com,1934,law practice
atlassian,atlassian.com,2002,computer software
cabinet d'expertise comptable,societe-fiduciaire.fr,,accounting
bouygues,bouygues.com,1952,construction
kuveyt turk participation bank,kuveytturk.com.tr,1989,banking
spicejet limited,spicejet.com,2005,airlines/aviation
international air transport association (iata),iata.org,1945,airlines/aviation
accenture interactive,accentureinteractive.com,,marketing and advertising
sharif university of technology,sharif.edu,1966,higher education
cheil worldwide,cheil.com,1973,marketing and advertising
"americold logistics, llc.",americold.com,1903,logistics and supply chain
dubai municipality,dm.gov.ae,1954,government administration
l.e.k. consulting,lek.com,1983,management consulting
eisai,eisai.com,1995,pharmaceuticals
dental clinic,dental-serbia.com,,hospital & health care
"fireeye, inc.",fireeye.com,2004,computer & network security
nets group,nets.eu,2010,financial services
evoqua water technologies,evoqua.com,,environmental services
exide technologies,exide.com,1888,automotive
aveda,aveda.com,1978,cosmetics
arlington county,arlingtonva.us,,government administration
wilmerhale,wilmerhale.com,2004,law practice
cnbc,cnbc.com,1989,broadcast media
paddy power betfair,paddypowerbetfair.com,2016,entertainment
ncdot,ncdot.org,1915,civil engineering
"coldwell banker united, realtors",cbunited.com,1970,real estate
mutual de seguridad,mutual.cl,,insurance
ambank berhad,ambankgroup.com,1975,financial services
motiva enterprises llc,motivaenterprises.com,1998,oil & energy
despegar.com,despegar.com,1999,"leisure, travel & tourism"
we energies,we-energies.com,1896,utilities
"!iflow, ltd.",iiflow.com,,information technology and services
amnesty international,amnesty.org,1961,non-profit organization management
safety-kleen,safety-kleen.com,,environmental services
maif,maif.fr,1934,insurance
seduc-ce,,,government administration
ooredoo tunisie,ooredoo.tn,2002,telecommunications
sin empresa,,,higher education
dropbox,dropbox.com,2007,internet
ocs group uk,ocs.co.uk,1900,facilities services
engineers india limited,engineersindia.com,1965,oil & energy
agrosuper,agrosuper.com,1960,food production
"gibson, dunn & crutcher llp",gibsondunn.com,1890,law practice
danfoss power solutions,,,mechanical or industrial engineering
bayer business services,,2002,information technology and services
alcatel-lucent shanghai bell,alcatel-sbell.com.cn,,telecommunications
sterling jewelers,sterlingcareers.com,1910,retail
imec,imec.be,1984,semiconductors
swedish university of agricultural sciences,slu.se,,research
xo communications,xo.com,1996,telecommunications
corizon health,corizonhealth.com,1979,hospital & health care
università degli studi di bari,uniba.it,,research
hoya service corporation,,,computer software
school board of broward county,,,education management
ausphil agriculture,ausphilagriculture.com,2011,farming
de haagse hogeschool / the hague university of applied sciences,dehaagsehogeschool.nl,1987,higher education
university of the pacific,pacific.edu,1851,higher education
oppenheimerfunds,oppenheimerfunds.com,1959,financial services
sberbank-technology,sberbank-technology.com,2011,information technology and services
